"Simplified_name","acc_name","syn_name"
"Oxalis acetosella","Oxalis montana","Oxalis acetosella"
"Oxalis acetosella","Oxalis montana","Oxalis acetosella ssp. montana"
"Oxalis acetosella","Oxalis montana","Oxalis acetosella var. rhodantha"
"Panicum miliaceum",NA,"Leptoloma miliacea"
"Panicum miliaceum",NA,"Milium esculentum"
"Panicum miliaceum",NA,"Milium paniceum"
"Panicum miliaceum",NA,"Panicum miliaceum var. miliaceum"
"Phalaris arundinacea",NA,"Phalaroides arundinacea"
"Phalaris arundinacea",NA,"Arundo colorata"
"Phalaris arundinacea",NA,"Arundo riparia"
"Phalaris arundinacea",NA,"Baldingera arundinacea"
"Phalaris arundinacea",NA,"Baldingera colorata"
"Phalaris arundinacea",NA,"Calamagrostis colorata"
"Phalaris arundinacea",NA,"Calamagrostis variegata"
"Phalaris arundinacea",NA,"Digraphis americana"
"Phalaris arundinacea",NA,"Digraphis arundinacea"
"Phalaris arundinacea",NA,"Endallex arundinacea"
"Phalaris arundinacea",NA,"Endallex arundinaceae"
"Phalaris arundinacea",NA,"Phalaridantha arundinacea"
"Phalaris arundinacea",NA,"Typhoides arundinacea"
"Phalaris arundinacea",NA,"Phalaris arundinacea ssp. typica"
"Phalaris arundinacea",NA,"Phalaris arundinacea var. colorata"
"Phalaris arundinacea",NA,"Phalaris arundinacea var. genuina"
"Phalaris arundinacea",NA,"Phalaris arundinacea f. coarctata"
"Phalaris arundinacea",NA,"Phalaris arundinacea f. minor"
"Phalaris arundinacea",NA,"Phalaris arundinacea f. pallens"
"Phalaris arundinacea",NA,"Phalaris arundinacea f. pallida"
"Phalaris arundinacea",NA,"Phalaris arundinacea f. ramifera"
"Phalaris arundinacea",NA,"Phalaris arundinacea f. ramosa"
"Phleum pratense",NA,"Plantinia pratensis"
"Phleum pratense",NA,"Stelephuros pratensis"
"Phleum pratense",NA,"Phleum nodosum var. pratense"
"Phleum pratense",NA,"Phleum pratense f. bracteatum"
"Phragmites australis",NA,"Phragmites communis"
"Phragmites australis",NA,"Phragmites phragmites"
"Phragmites australis",NA,"Arundo altissima"
"Phragmites australis",NA,"Arundo australis"
"Phragmites australis",NA,"Arundo graeca"
"Phragmites australis",NA,"Arundo isiaca"
"Phragmites australis",NA,"Arundo maxima"
"Phragmites australis",NA,"Arundo occidentalis"
"Phragmites australis",NA,"Arundo palustris"
"Phragmites australis",NA,"Arundo phragmites"
"Phragmites australis",NA,"Arundo vulgaris"
"Phragmites australis",NA,"Cynodon phragmites"
"Phragmites australis",NA,"Oxyanthe phragmites"
"Phragmites australis",NA,"Phragmites altissimus"
"Phragmites australis",NA,"Phragmites capensis"
"Phragmites australis",NA,"Phragmites caudatus"
"Phragmites australis",NA,"Phragmites chilensis"
"Phragmites australis",NA,"Phragmites dioicus"
"Phragmites australis",NA,"Phragmites dioicus"
"Phragmites australis",NA,"Phragmites fissifolius"
"Phragmites australis",NA,"Phragmites hispanicus"
"Phragmites australis",NA,"Phragmites isiacus"
"Phragmites australis",NA,"Phragmites martinicensis"
"Phragmites australis",NA,"Phragmites mauritianus"
"Phragmites australis",NA,"Phragmites maximus"
"Phragmites australis",NA,"Phragmites occidentalis"
"Phragmites australis",NA,"Phragmites phragmites"
"Phragmites australis",NA,"Phragmites vulgaris"
"Phragmites australis",NA,"Phragmites vulgaris"
"Phragmites australis",NA,"Reimaria diffusa"
"Phragmites australis",NA,"Trichoon phragmites"
"Phragmites australis",NA,"Phragmites australis ssp. maximus"
"Phragmites australis",NA,"Phragmites communis ssp. maximus"
"Phragmites australis",NA,"Phragmites vulgaris ssp. maximus"
"Phragmites australis",NA,"Phragmites communis var. flavescens"
"Phragmites australis",NA,"Phragmites communis var. genuinus"
"Phragmites australis",NA,"Phragmites communis var. hispanicus"
"Phragmites australis",NA,"Phragmites communis var. isiacus"
"Phragmites australis",NA,"Phragmites communis var. mauritianus"
"Phragmites australis",NA,"Phragmites communis var. variegatus"
"Phragmites australis",NA,"Phragmites maximus var. variegatus"
"Phragmites australis",NA,"Phragmites vulgaris var. mauritianus"
"Phyllitis scolopendrium","Asplenium scolopendrium var. scolopendrium","Phyllitis scolopendrium"
"Phyllitis scolopendrium","Asplenium scolopendrium var. scolopendrium","Phyllitis scolopendrium var. scolopendrium"
"Picea abies",NA,"Picea excelsa"
"Picris hieracioides",NA,"Picris kamtschatica"
"Picris hieracioides",NA,"Picris hieracioides ssp. hieracioides"
"Picris hieracioides",NA,"Picris hieracioides ssp. kamtschatica"
"Picris hieracioides",NA,"Picris hieracioides ssp. hieracioides var. alpina"
"Picris hieracioides",NA,"Picris hieracioides ssp. hieracioides var. hieracioides"
"Picris hieracioides",NA,"Picris hieracioides var. alpina"
"Pimpinella major",NA,"Pimpinella magna"
"Pimpinella major",NA,"Pimpinella saxifraga var. major"
"Plantago lanceolata",NA,"Plantago altissima"
"Plantago lanceolata",NA,"Plantago lanceolata var. sphaerostachya"
"Plantago major",NA,"Plantago asiatica"
"Plantago major",NA,"Plantago halophila"
"Plantago major",NA,"Plantago major ssp. intermedia"
"Plantago major",NA,"Plantago major var. intermedia"
"Plantago major",NA,"Plantago major var. major"
"Plantago major",NA,"Plantago major var. pachyphylla"
"Plantago major",NA,"Plantago major var. pilgeri"
"Plantago major",NA,"Plantago major var. asiatica"
"Plantago major",NA,"Plantago major var. scopulorum"
"Poa angustifolia","Poa pratensis ssp. angustifolia","Poa angustifolia"
"Poa angustifolia","Poa pratensis ssp. angustifolia","Poa pratensis var. angustifolia"
"Poa angustifolia","Poa pratensis ssp. angustifolia","Poa angustifolia"
"Poa angustifolia","Poa pratensis ssp. angustifolia","Poa setacea"
"Poa angustifolia","Poa pratensis ssp. angustifolia","Poa strigosa"
"Poa angustifolia","Poa pratensis ssp. angustifolia","Poa viridula"
"Poa angustifolia","Poa pratensis ssp. angustifolia","Poa pratensis ssp. angustifolia"
"Poa angustifolia","Poa pratensis ssp. angustifolia","Poa pratensis ssp. angustifolia"
"Poa angustifolia","Poa pratensis ssp. angustifolia","Poa pratensis ssp. angustifolia"
"Poa angustifolia","Poa pratensis ssp. angustifolia","Poa pratensis ssp. strigosa"
"Poa angustifolia","Poa pratensis ssp. angustifolia","Poa pratensis var. strigosa"
"Poa annua",NA,"Poa annua var. aquatica"
"Poa annua",NA,"Poa annua var. reptans"
"Poa annua",NA,"Aira pumila"
"Poa annua",NA,"Catabrosa pumila"
"Poa annua",NA,"Ochlopoa annua"
"Poa annua",NA,"Poa aestivalis"
"Poa annua",NA,"Poa algida"
"Poa annua",NA,"Poa annua var. annua"
"Poa annua",NA,"Poa annua var. eriolepis"
"Poa annua",NA,"Poa annua var. rigidiuscula"
"Poa annua",NA,"Poa annua f. reptans"
"Poa nemoralis",NA,"Agrostis alba"
"Poa nemoralis",NA,"Agrostis alba var. alba"
"Poa nemoralis",NA,"Agrestis alba"
"Poa nemoralis",NA,"Decandolia alba"
"Poa nemoralis",NA,"Paneion nemorale"
"Poa nemoralis",NA,"Poa asperula"
"Poa nemoralis",NA,"Poa kamtschatica"
"Poa nemoralis",NA,"Vilfa alba"
"Poa nemoralis",NA,"Agrostis stolonifera var. alba"
"Poa nemoralis",NA,"Agrostis stolonifera var. alba"
"Poa nemoralis",NA,"Agrostis vulgaris var. alba"
"Poa nemoralis",NA,"Poa pratensis var. fagetorum"
"Poa nemoralis",NA,"Agrostis alba f. alba"
"Poa nemoralis",NA,"Agrostis stolonifera f. alba"
"Poa pratensis",NA,"Poa attica"
"Poa pratensis",NA,"Poa bourgeaei"
"Poa pratensis",NA,"Poa bourgeaei"
"Poa pratensis",NA,"Poa costata"
"Poa pratensis",NA,"Poa intermedia"
"Poa pratensis",NA,"Poa macounii"
"Poa pratensis",NA,"Poa magensiana"
"Poa pratensis",NA,"Poa oligeria"
"Poa pratensis",NA,"Poa urjanchaica"
"Poa pratensis",NA,"Poa viridis"
"Poa pratensis",NA,"Poa angustifolia ssp. costata"
"Poa pratensis",NA,"Poa pratensis ssp. attica"
"Poa pratensis",NA,"Poa pratensis var. attica"
"Poa pratensis",NA,"Poa pratensis var. costata"
"Poa pratensis",NA,"Poa pratensis var. laxiflora"
"Poa pratensis",NA,"Poa pratensis var. macounii"
"Poa pratensis",NA,"Poa pratensis var. stricta"
"Poa pratensis",NA,"Poa pratensis var. subglabriflora"
"Poa pratensis",NA,"Poa pratensis var. urjanchaica"
"Poa trivialis",NA,"Poa ariguensis"
"Poa trivialis",NA,"Poa callida"
"Poa trivialis",NA,"Poa maullinica"
"Poa trivialis",NA,"Poa modesta"
"Poa trivialis",NA,"Poa pichinchensis"
"Poa trivialis",NA,"Poa stolonifera"
"Poa trivialis",NA,"Poa trachyphylla"
"Poa trivialis",NA,"Poa trachyphylla"
"Poa trivialis",NA,"Poa woronowii"
"Poa trivialis",NA,"Poa trivialis var. filiculmis"
"Poa trivialis",NA,"Poa trivialis var. woronowii"
"Polygonum arenastrum","Polygonum aviculare ssp. depressum","Polygonum arenastrum"
"Polygonum arenastrum","Polygonum aviculare ssp. depressum","Polygonum montereyense"
"Polygonum arenastrum","Polygonum aviculare ssp. depressum","Polygonum aequale"
"Polygonum arenastrum","Polygonum aviculare ssp. depressum","Polygonum microspermum"
"Polygonum arenastrum","Polygonum aviculare ssp. depressum","Polygonum aviculare var. arenastrum"
"Polygonum lapathifolium","Persicaria lapathifolia","Polygonum lapathifolium"
"Polygonum lapathifolium","Persicaria lapathifolia","Persicaria incarnata"
"Polygonum lapathifolium","Persicaria lapathifolia","Persicaria tomentosa"
"Polygonum lapathifolium","Persicaria lapathifolia","Polygonum incanum"
"Polygonum lapathifolium","Persicaria lapathifolia","Polygonum incarnatum"
"Polygonum lapathifolium","Persicaria lapathifolia","Polygonum oneillii"
"Polygonum lapathifolium","Persicaria lapathifolia","Polygonum scabrum"
"Polygonum lapathifolium","Persicaria lapathifolia","Polygonum tomentosum"
"Polygonum lapathifolium","Persicaria lapathifolia","Polygonum lapathifolium ssp. pallidum"
"Polygonum lapathifolium","Persicaria lapathifolia","Polygonum pensylvanicum ssp. oneillii"
"Polygonum lapathifolium","Persicaria lapathifolia","Polygonum lapathifolium var. lapathifolium"
"Polygonum lapathifolium","Persicaria lapathifolia","Polygonum lapathifolium var. salicifolium"
"Polygonum lapathifolium","Persicaria lapathifolia","Polygonum lapathifolium var. incanum"
"Polygonum lapathifolium","Persicaria lapathifolia","Polygonum lapathifolium var. ovatum"
"Polygonum lapathifolium","Persicaria lapathifolia","Polygonum lapathifolium var. prostratum"
"Polygonum persicaria","Persicaria maculosa","Polygonum fusiforme"
"Polygonum persicaria","Persicaria maculosa","Polygonum persicaria"
"Polygonum persicaria","Persicaria maculosa","Persicaria persicaria"
"Polygonum persicaria","Persicaria maculosa","Persicaria ruderalis"
"Polygonum persicaria","Persicaria maculosa","Persicaria vulgaris"
"Polygonum persicaria","Persicaria maculosa","Polygonum dubium"
"Polygonum persicaria","Persicaria maculosa","Polygonum minus"
"Polygonum persicaria","Persicaria maculosa","Persicaria ruderalis var. vulgaris"
"Polygonum persicaria","Persicaria maculosa","Polygonum persicaria var. angustifolium"
"Polygonum persicaria","Persicaria maculosa","Polygonum persicaria var. ruderale"
"Polygonum persicaria","Persicaria maculosa","Polygonum vernum"
"Populus alba",NA,"Populus alba var. bolleana"
"Populus alba",NA,"Populus alba var. pyramidalis"
"Populus alba",NA,"Populus alba var. nivea"
"Populus x canadensis",NA,"Populus X eugenei"
"Populus x canadensis",NA,"Populus euramericana"
"Populus x canadensis",NA,"Populus canadensis var. eugenei"
"Populus x canadensis",NA,"Populus canadensis var. serotina"
"Populus x canadensis",NA,"Populus X robusta"
"Populus nigra",NA,"Populus dilatata"
"Populus nigra",NA,"Populus italica"
"Populus nigra",NA,"Populus nigra var. italica"
"Potentilla sterilis",NA,"Fragaria sterilis"
"Prunus armeniaca",NA,"Armeniaca vulgaris"
"Prunus armeniaca",NA,"Prunus armeniaca var. vulgaris"
"Prunus avium",NA,"Cerasus avium"
"Prunus avium",NA,"Prunus cerasus var. avium"
"Prunus domestica",NA,"Prunus domestica ssp. domestica"
"Prunus domestica",NA,"Prunus domestica var. domestica"
"Prunus insititia",NA,"Prunus domestica ssp. insititia"
"Prunus insititia",NA,"Prunus domestica var. insititia"
"Prunus insititia",NA,"Prunus X domestica var. insititia"
"Pulicaria dysenterica",NA,"Inula dysenterica"
"Quercus petraea",NA,"Quercus sessiliflora"
"Quercus robur",NA,"Quercus robur f. fastigiata"
"Ranunculus acris",NA,"Ranunculus grandis"
"Ranunculus acris",NA,"Ranunculus acris var. acris"
"Ranunculus acris",NA,"Ranunculus acris var. frigidus"
"Ranunculus acris",NA,"Ranunculus boreanus"
"Ranunculus acris",NA,"Ranunculus acris ssp. strigulosus"
"Ranunculus acris",NA,"Ranunculus acris var. latisectus"
"Ranunculus acris",NA,"Ranunculus acris var. stevenii"
"Ranunculus acris",NA,"Ranunculus acris var. typicus"
"Ranunculus acris",NA,"Ranunculus acris var. villosus"
"Ranunculus acris",NA,"Ranunculus grandis var. austrokurilensis"
"Ranunculus acris",NA,"Ranunculus acris ssp. friesianus"
"Ranunculus auricomus",NA,"Ranunculus auricomus var. auricomus"
"Ranunculus auricomus",NA,"Ranunculus auricomus var. glabratus"
"Ranunculus auricomus",NA,"Ranunculus auricomus var. typicus"
"Ranunculus ficaria",NA,"Ranunculus ficaria var. ficaria"
"Ranunculus ficaria",NA,"Ranunculus ficaria ssp. bulbifera"
"Ranunculus ficaria",NA,"Ficaria ficaria"
"Ranunculus ficaria",NA,"Ficaria verna"
"Ranunculus ficaria",NA,"Ranunculus ficaria var. bulbifera"
"Ranunculus repens",NA,"Ranunculus repens var. repens"
"Ranunculus repens",NA,"Ranunculus repens var. glabratus"
"Ranunculus repens",NA,"Ranunculus repens var. degeneratus"
"Ranunculus repens",NA,"Ranunculus repens var. erectus"
"Ranunculus repens",NA,"Ranunculus repens var. linearilobus"
"Ranunculus repens",NA,"Ranunculus repens var. pleniflorus"
"Ranunculus repens",NA,"Ranunculus repens var. typicus"
"Ranunculus repens",NA,"Ranunculus repens var. villosus"
"Rosa canina",NA,"Rosa corymbifera"
"Rosa canina",NA,"Rosa dumetorum"
"Rosa canina",NA,"Rosa canina var. dumetorum"
"Rosa canina",NA,"Rosa montezumae"
"Rosa canina",NA,"Rosa caesia"
"Rosa canina",NA,"Rosa afzeliana"
"Rosa canina",NA,"Rosa andegavensis"
"Rosa canina",NA,"Rosa subcanina"
"Rosa canina",NA,"Rosa borreri"
"Rosa canina",NA,"Rosa sarmentacea"
"Rosa canina",NA,"Rosa coriifolia"
"Rosa canina",NA,"Rosa deseglisei"
"Rosa canina",NA,"Rosa evanida"
"Rosa canina",NA,"Rosa glaucophylla"
"Rosa canina",NA,"Rosa inconspicua"
"Rosa canina",NA,"Rosa blondaeana"
"Rosa canina",NA,"Rosa vosagiaca"
"Rosa canina",NA,"Rosa dumalis"
"Rosa canina",NA,"Rosa X dumetorum"
"Rosa pimpinellifolia","Rosa spinosissima","Rosa pimpinellifolia"
"Rosa pimpinellifolia","Rosa spinosissima","Rosa myriacantha"
"Rosa pimpinellifolia","Rosa spinosissima","Rosa lutescens"
"Rosa pimpinellifolia","Rosa spinosissima","Rosa illinoiensis"
"Rosa pimpinellifolia","Rosa spinosissima","Rosa sibirica"
"Rosa tomentosa",NA,"Rosa tomentosa var. globulosa"
"Rosa tomentosa",NA,"Rosa borckhausenii"
"Rosa tomentosa",NA,"Rosa cuspidata"
"Rosa tomentosa",NA,"Rosa insidiosa"
"Rosa tomentosa",NA,"Rosa seringeana"
"Rubia peregrina","Galium bermudense","Galium hispidulum"
"Rubia peregrina","Galium bermudense","Bataprine hispidula"
"Rubia peregrina","Galium bermudense","Galium carolinianum"
"Rubia peregrina","Galium bermudense","Galium hispidum"
"Rubia peregrina","Galium bermudense","Galium peregrina"
"Rubia peregrina","Galium bermudense","Rubia brownei"
"Rubia peregrina","Galium bermudense","Rubia peregrina"
"Rubia peregrina","Galium bermudense","Rubia walteri"
"Rubia peregrina","Galium bermudense","Galium peregrinum"
"Rubus ulmifolius",NA,"Rubus discolor"
"Rubus ulmifolius",NA,"Rubus ulmifolis"
"Rubus ulmifolius",NA,"Rubus ulmifolius var. inermis"
"Rubus ulmifolius",NA,"Rubus ulmifolius var. ulmifolius"
"Rubus ulmifolius",NA,"Rubus ulmifolius var. anoplothyrsus"
"Rumex acetosa",NA,"Acetosa alpestris"
"Rumex acetosa",NA,"Rumex alpestris"
"Rumex acetosa",NA,"Rumex acetosa ssp. acetosa"
"Rumex acetosa",NA,"Rumex acetosa ssp. alpestris"
"Rumex acetosa",NA,"Rumex acetosa ssp. ambiguus"
"Rumex acetosa",NA,"Rumex acetosa ssp. arifolius"
"Rumex acetosa",NA,"Acetosa pratensis ssp. alpestris"
"Rumex crispus",NA,"Rumex fauriei"
"Rumex crispus",NA,"Rumex crispus ssp. crispus"
"Rumex crispus",NA,"Rumex crispus ssp. fauriei"
"Salix alba",NA,"Salix X alba"
"Salix alba",NA,"Salix vitellina"
"Salix alba",NA,"Salix alba ssp. caerulea"
"Salix alba",NA,"Salix alba ssp. vitellina"
"Salix alba",NA,"Salix alba var. alba"
"Salix alba",NA,"Salix alba var. caerulea"
"Salix alba",NA,"Salix alba var. vitellina"
"Salix alba",NA,"Salix alba var. calva"
"Salix atrocinerea",NA,"Salix oleifolia"
"Salix atrocinerea",NA,"Salix cinerea ssp. oleifolia"
"Salix atrocinerea",NA,"Salix cinerea ssp. atrocinerea"
"Salix eleagnos",NA,"Salix elaeagnos"
"Salix eleagnos",NA,"Salix incana"
"Salix purpurea",NA,"Salix purpurea var. nana"
"Salix purpurea",NA,"Salix purpurea f. gracilis"
"Saponaria officinalis",NA,"Lychnis saponaria"
"Saponaria officinalis",NA,"Saponaria officinalis var. glaberrima"
"Scirpus holoschoenus","Scirpoides holoschoenus","Holoschoenus vulgaris"
"Scirpus holoschoenus","Scirpoides holoschoenus","Scirpus holoschoenus"
"Scirpus holoschoenus","Scirpoides holoschoenus","Holoschoenus romanus"
"Silene dioica",NA,"Lychnis dioica"
"Silene dioica",NA,"Melandrium dioicum"
"Silene dioica",NA,"Melandrium dioicum ssp. rubrum"
"Silene dioica",NA,"Melandrium rubrum"
"Silene latifolia","Silene vulgaris","Silene latifolia"
"Silene latifolia","Silene vulgaris","Oberna commutata"
"Silene latifolia","Silene vulgaris","Silene cucubalus"
"Silene latifolia","Silene vulgaris","Silene inflata"
"Silene vulgaris",NA,"Silene latifolia"
"Silene vulgaris",NA,"Oberna commutata"
"Silene vulgaris",NA,"Silene cucubalus"
"Silene vulgaris",NA,"Silene inflata"
"Solanum dulcamara",NA,"Solanum dulcamara var. dulcamara"
"Solanum dulcamara",NA,"Solanum dulcamara var. villosissimum"
"Sorbus aucuparia",NA,"Pyrus aucuparia"
"Sorbus aucuparia",NA,"Aucuparia subvestita"
"Sorbus aucuparia",NA,"Aucuparia sylvestris"
"Sorbus aucuparia",NA,"Sorbus amurensis"
"Sorbus aucuparia",NA,"Sorbus pohuashanensis"
"Sorbus aucuparia",NA,"Sorbus sibirica"
"Sorbus aucuparia",NA,"Sorbus aucuparia var. xanthocarpa"
"Sorbus torminalis",NA,"Crataegus torminalis"
"Sorbus torminalis",NA,"Pyrus torminalis"
"Sorbus torminalis",NA,"Torminaria torminalis"
"Sorbus torminalis",NA,"Torminaria clusii"
"Stachys officinalis",NA,"Betonica officinalis"
"Stellaria holostea",NA,"Alsine holostea"
"Stellaria media",NA,"Stellaria apetala"
"Stellaria media",NA,"Alsine media"
"Stellaria media",NA,"Stellaria media ssp. media"
"Stellaria media",NA,"Stellaria media var. procera"
"Tanacetum corymbosum",NA,"Chrysanthemum corymbosum"
"Taraxacum officinale",NA,"Taraxacum kok-saghyz"
"Taraxacum officinale",NA,"Taraxacum vulgare"
"Taraxacum officinale",NA,"Taraxacum officinale ssp. vulgare"
"Taraxacum officinale",NA,"Taraxacum palustre var. vulgare"
"Thalictrum minus",NA,"Thalictrum minus var. minus"
"Thalictrum minus",NA,"Thalictrum minus ssp. kemense"
"Thalictrum minus",NA,"Thalictrum hultenii"
"Thalictrum minus",NA,"Thalictrum collinum"
"Thalictrum minus",NA,"Thalictrum minus ssp. minus"
"Trifolium fragiferum",NA,"Trifolium fragiferum ssp. bonannii"
"Trifolium pratense",NA,"Trifolium pratense var. frigidum"
"Trifolium pratense",NA,"Trifolium pratense var. sativum"
"Trifolium repens",NA,"Trifolium repens var. giganteum"
"Trifolium repens",NA,"Trifolium repens var. repens"
"Trifolium repens",NA,"Trifolium occidentale"
"Trifolium repens",NA,"Trifolium repens var. biasolettii"
"Ulmus glabra",NA,"Ulmus campestris"
"Ulmus minor","Ulmus procera","Ulmus minor"
"Ulmus minor","Ulmus procera","Ulmus campestris"
"Ulmus minor","Ulmus procera","Ulmus carpinifolia"
"Viburnum lantana",NA,"Viburnum lantana var. sphaerocarpum"
"Viburnum lantana",NA,"Viburnum lantana var. glabratum"
"Vicia cracca",NA,"Vicia semicincta"
"Vicia cracca",NA,"Vicia tenuifolia"
"Vicia cracca",NA,"Vicia cracca ssp. cracca"
"Vicia cracca",NA,"Vicia cracca ssp. tenuifolia"
"Vicia cracca",NA,"Vicia cracca var. tenuifolia"
"Vicia cracca",NA,"Vicia dalmatica"
"Vicia cracca",NA,"Vicia elegans"
"Vicia cracca",NA,"Vicia incana"
"Vicia cracca",NA,"Vicia cracca ssp. grossheimii"
"Vicia cracca",NA,"Vicia cracca ssp. incana"
"Vicia cracca",NA,"Vicia cracca ssp. stenophylla"
